Health Center Name,City,State,combinedKey,name,address,contact,lat,lon
TENNESSEE STATE DEPARTMENT OF HEALTH,NASHVILLE,TN,"TENNESSEE STATE DEPARTMENT OF HEALTH, NASHVILLE, TN",Tennessee Department of Health,"665 Mainstream Dr, Nashville, TN 37243, USA",(615) 741-3011,36.1958299,-86.818922
"UNITED NEIGHBORHOOD HEALTH SERVICES, INC.",NASHVILLE,TN,"UNITED NEIGHBORHOOD HEALTH SERVICES, INC., NASHVILLE, TN",Neighborhood Health at Welshwood,"419 Welshwood Dr, Nashville, TN 37211, USA",(615) 227-3000,36.0824696,-86.7302031
"RURAL HEALTH SERVICES CONSORTIUM, INC.",ROGERSVILLE,TN,"RURAL HEALTH SERVICES CONSORTIUM, INC., ROGERSVILLE, TN","Rural Health Services Consortium, Inc.","4307 TN-66, Rogersville, TN 37857, USA",(423) 921-1600,36.3963268,-83.0163072
HOPE FAMILY HEALTH SERVICES,WESTMORELAND,TN,"HOPE FAMILY HEALTH SERVICES, WESTMORELAND, TN",Hope Family Health Services,"1124 New Highway 52,, Westmoreland, TN 37186, USA",(615) 644-2000,36.5526273,-86.239818
COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,ALICE,TX,"COMMUNITY ACTION CORPORATION OF SOUTH TEXAS, ALICE, TX",Community Action Corporation of South Texas Enrollment,"700 N Flournoy Rd, Alice, TX 78332, USA",(361) 664-3171,27.7644004,-98.0472946
"STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC.",ALVIN,TX,"STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC., ALVIN, TX",Adoue Family Health Center,"1111 W Adoue St, Alvin, TX 77511, USA",(281) 824-1480,29.4196538,-95.2550946
PEOPLE'S COMMUNITY CLINIC,AUSTIN,TX,"PEOPLE'S COMMUNITY CLINIC, AUSTIN, TX",People's Community Clinic,"1101 Camino La Costa, Austin, TX 78752, USA",(512) 478-4939,30.324148,-97.6994011
TRAVIS COUNTY HEALTHCARE DISTRICT,AUSTIN,TX,"TRAVIS COUNTY HEALTHCARE DISTRICT, AUSTIN, TX",Central Health,"1111 E Cesar Chavez St, Austin, TX 78702, USA",(512) 978-8000,30.2595002,-97.7331915
MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM CORPORATION,BAY CITY,TX,"MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM CORPORATION, BAY CITY, TX",MEHOP,"101 Avenue F, Bay City, TX 77414, USA",(979) 245-2008,29.0034529,-95.9718897
HEALTH CENTER OF SOUTHEAST TEXAS,CLEVELAND,TX,"HEALTH CENTER OF SOUTHEAST TEXAS, CLEVELAND, TX",Health Center Of Southeast Texas Cleveland,"307 N William Barnett Ave, Cleveland, TX 77327, USA",(281) 592-2224,30.344247,-95.083962
"BRAZOS VALLEY COMMUNITY ACTION AGENCY, INC.",COLLEGE STA,TX,"BRAZOS VALLEY COMMUNITY ACTION AGENCY, INC., COLLEGE STA, TX",Eric Todd | Brazos Valley Community Action Agency Inc,"1500 University Dr E, College Station, TX 77840, USA",(979) 846-1100,30.637332,-96.315992
"LONE STAR COMMUNITY HEALTH CENTER, INC",CONROE,TX,"LONE STAR COMMUNITY HEALTH CENTER, INC, CONROE, TX",Lone Star Family Health Center,"605 S, Conroe Medical Dr, Conroe, TX 77304, USA",(936) 539-4004,30.2854351,-95.471432
AMISTAD COMMUNITY HEALTH CENTER.,CORPUS CHRISTI,TX,"AMISTAD COMMUNITY HEALTH CENTER., CORPUS CHRISTI, TX",Amistad Community Health Center,"1533 S Brownlee Blvd, Corpus Christi, TX 78404, USA",(361) 884-2242,27.7750586,-97.4050003
"COASTAL BEND WELLNESS FOUNDATION, INC.",CORPUS CHRISTI,TX,"COASTAL BEND WELLNESS FOUNDATION, INC., CORPUS CHRISTI, TX",Coastal Bend Wellness Foundation,"2882 Holly Rd, Corpus Christi, TX 78415, USA",(361) 814-2001,27.722308,-97.4238409
"SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,"SOUTH TEXAS RURAL HEALTH SERVICES, INC, COTULLA, TX","South Texas Rural Health Services, Inc.","105 S Stewart St, Cotulla, TX 78014, USA",(830) 879-2502,28.4339656,-99.2360305
VIDAYSALUD HEALTH SYSTEM INC,CRYSTAL CITY,TX,"VIDAYSALUD HEALTH SYSTEM INC, CRYSTAL CITY, TX","Vida Y Salud-Health Systems, Inc.","308 Cesar Chavez, Crystal City, TX 78839, USA",(830) 374-2301,28.6763896,-99.8237304
DALLAS COUNTY HOSPITAL DISTRICT,DALLAS,TX,"DALLAS COUNTY HOSPITAL DISTRICT, DALLAS, TX",Dallas County Hospital District,"5201 Harry Hines Blvd, Dallas, TX 75235, USA",(214) 590-8000,32.8107052,-96.8385386
"HEALING HANDS MINISTRIES, INC.",DALLAS,TX,"HEALING HANDS MINISTRIES, INC., DALLAS, TX",Healing Hands Ministries,"#N-108, 8515 Greenville Ave, Dallas, TX 75243, USA",(214) 221-0855,32.8945879,-96.7543387
"LOS BARRIOS UNIDOS COMMUNITY CLINIC, INC.",DALLAS,TX,"LOS BARRIOS UNIDOS COMMUNITY CLINIC, INC., DALLAS, TX",Los Barrios Unidos Community Clinic,"4732 W Illinois Ave, Dallas, TX 75211, USA",(214) 540-0300,32.719512,-96.9022279
MARTIN LUTHER KING JR FAMILY CLINIC INC,DALLAS,TX,"MARTIN LUTHER KING JR FAMILY CLINIC INC, DALLAS, TX",Martin Luther King Jr Family Clinic,"2922 Martin Luther King Jr Blvd, Dallas, TX 75215, USA",(214) 426-3645,32.77056,-96.7660254
MISSION EAST DALLAS AND METROPLEX PROJECT,DALLAS,TX,"MISSION EAST DALLAS AND METROPLEX PROJECT, DALLAS, TX",Mission East Dallas,"4550 Gus Thomasson Rd, Mesquite, TX 75150, USA",(972) 682-8917,32.825842,-96.6470255
UNITED MEDICAL CENTERS,EAGLE PASS,TX,"UNITED MEDICAL CENTERS, EAGLE PASS, TX",United Medical Centers,"1175 Eidson Rd, Eagle Pass, TX 78852, USA",(830) 757-6946,28.6931956,-100.4866871
"CENTRO DE SALUD FAMILIAR LA FE, INC",EL PASO,TX,"CENTRO DE SALUD FAMILIAR LA FE, INC, EL PASO, TX","Centro de Salud Familiar La Fe, Inc.","1314 Yandell Dr, El Paso, TX 79902, USA",(915) 534-7979,31.7700886,-106.4797938
CENTRO SAN VICENTE,EL PASO,TX,"CENTRO SAN VICENTE, EL PASO, TX",Centro San Vicente - Pebble Hills,"10780 Pebble Hills Blvd STE G1, El Paso, TX 79935, USA",(915) 773-0606,31.7824962,-106.3255119
PROJECT VIDA HEALTH CENTER,EL PASO,TX,"PROJECT VIDA HEALTH CENTER, EL PASO, TX",Project Vida Health Center,"3612 Pera Ave, El Paso, TX 79905, USA",(915) 533-7057,31.7720393,-106.4503234
NORTH TEXAS AREA COMMUNITY HEALTH CENTERS INC,FORT WORTH,TX,"NORTH TEXAS AREA COMMUNITY HEALTH CENTERS INC, FORT WORTH, TX",Northside Community Health Center,"2332 Beverly Hills Dr, Fort Worth, TX 76114, USA",(817) 625-4254,32.795545,-97.3939837
LONE STAR CIRCLE OF CARE,GEORGETOWN,TX,"LONE STAR CIRCLE OF CARE, GEORGETOWN, TX",Lone Star Circle of Care Corporate Offices,"205 E University Ave, Georgetown, TX 78626, USA",(877) 800-5722,30.6336833,-97.6754951
"COMMUNITY HEALTH CENTERS OF SOUTH CENTRAL TEXAS, INC.",GONZALES,TX,"COMMUNITY HEALTH CENTERS OF SOUTH CENTRAL TEXAS, INC., GONZALES, TX",Gonzales Community Health Center,"228 St George St, Gonzales, TX 78629, USA",(830) 672-6511,29.5017126,-97.4544471
SU CLINICA FAMILIAR,HARLINGEN,TX,"SU CLINICA FAMILIAR, HARLINGEN, TX",Su Clinica,"1706 Treasure Hills Blvd, Harlingen, TX 78550, USA",(956) 365-6000,26.1718401,-97.667794
"ASIAN AMERICAN HEALTH COALITION OF THE GREATER HOUSTON AREA, INC.",HOUSTON,TX,"ASIAN AMERICAN HEALTH COALITION OF THE GREATER HOUSTON AREA, INC., HOUSTON, TX",Asian American Health Coalition,"7001 Corporate Dr, Houston, TX 77036, USA",(713) 773-0803,29.7033635,-95.5508928
BEE BUSY WELLNESS CENTER,HOUSTON,TX,"BEE BUSY WELLNESS CENTER, HOUSTON, TX",Bee Busy Wellness Center,"8785 W Bellfort Blvd, Houston, TX 77031, USA",(713) 771-2292,29.6551553,-95.5302597
EL CENTRO DEL CORAZON,HOUSTON,TX,"EL CENTRO DEL CORAZON, HOUSTON, TX",El Centro de Corazón John S. Dunn Health Center,"7635 Canal St, Houston, TX 77012, USA",(713) 660-1880,29.735872,-95.286923
HARRIS HEALTH SYSTEM,HOUSTON,TX,"HARRIS HEALTH SYSTEM, HOUSTON, TX",Harris Health System,"2525 Holly Hall St, Houston, TX 77054, USA",(713) 566-3600,29.6862447,-95.3873527
HEALTH CARE FOR THE HOMELESS-HOUSTON,HOUSTON,TX,"HEALTH CARE FOR THE HOMELESS-HOUSTON, HOUSTON, TX",Healthcare For the Homeless - Houston,"1934 Caroline St, Houston, TX 77002, USA",(713) 286-6000,29.7480924,-95.3683425
"HOUSTON AREA COMMUNITY SERVICES, INC.",HOUSTON,TX,"HOUSTON AREA COMMUNITY SERVICES, INC., HOUSTON, TX",Houston Area Community Services,"3730 Kirby Dr #820, Houston, TX 77098, USA",(713) 526-0555,29.7330212,-95.4191216
"HOUSTON COMMUNITY HEALTH CENTERS, INC.",HOUSTON,TX,"HOUSTON COMMUNITY HEALTH CENTERS, INC., HOUSTON, TX","Houston Community Health Centers, Inc.","424B Hahlo St, Houston, TX 77020, USA",,29.7803836,-95.3098829
"LEGACY COMMUNITY HEALTH SERVICES, INC.",HOUSTON,TX,"LEGACY COMMUNITY HEALTH SERVICES, INC., HOUSTON, TX",Legacy Community Health - North Line Clinic,"5598-A1 Northtown Plaza Houston TX 77076 US, North Fwy, Houston, TX 77076, USA",(281) 628-2030,29.8480506,-95.3935508
SAINT HOPE FOUNDATION,HOUSTON,TX,"SAINT HOPE FOUNDATION, HOUSTON, TX",St. Hope Foundation - Corporate Office,"6200 Savoy Dr ste 540, Houston, TX 77036, USA",(713) 778-1300,29.7152161,-95.5054623
SPRING BRANCH COMMUNITY HEALTH CENTER,HOUSTON,TX,"SPRING BRANCH COMMUNITY HEALTH CENTER, HOUSTON, TX",Spring Branch Community Health Center - West Houston Clinic,"19333 Clay Rd, Katy, TX 77449, USA",(713) 462-6555,29.830642,-95.707286
GATEWAY COMMUNITY HEALTH CENTER INC,LAREDO,TX,"GATEWAY COMMUNITY HEALTH CENTER INC, LAREDO, TX","Gateway Community Health Center, Inc.","1515 Pappas St, Laredo, TX 78041, USA",(956) 795-8100,27.5356928,-99.4767405
SOUTH PLAINS RURAL HEALTH SERVICES INC,LEVELLAND,TX,"SOUTH PLAINS RURAL HEALTH SERVICES INC, LEVELLAND, TX",South Plains Rural Health,"1000 FM300, Levelland, TX 79336, USA",(806) 305-0926,33.5715863,-102.3798937
"SPECIAL HEALTH RESOURCES FOR TEXAS, INCORPORATED",LONGVIEW,TX,"SPECIAL HEALTH RESOURCES FOR TEXAS, INCORPORATED, LONGVIEW, TX",Special Health Resources,"410 Fourth St, Longview, TX 75602, USA",(903) 234-8808,32.4969019,-94.7309929
"COMMUNITY HEALTH CENTER OF LUBBOCK, INC., THE",LUBBOCK,TX,"COMMUNITY HEALTH CENTER OF LUBBOCK, INC., THE, LUBBOCK, TX","Community Health Center of Lubbock, Inc","1610 5th St, Lubbock, TX 79401, USA",(806) 765-2611,33.5916702,-101.8537258
MIDLAND COMMUNITY HEALTHCARE SERVICES,MIDLAND,TX,"MIDLAND COMMUNITY HEALTHCARE SERVICES, MIDLAND, TX",Midland Community Healthcare Services,"2502 Delano Ave, Midland, TX 79701, USA",(432) 699-3817,31.9936322,-102.1038823
"PASADENA HEALTH CENTER, INC.",PASADENA,TX,"PASADENA HEALTH CENTER, INC., PASADENA, TX",Pasadena Health Center,"908 Southmore Ave #100, Pasadena, TX 77502, USA",(713) 597-8051,29.6897705,-95.2011254
"NUESTRA CLINICA DEL VALLE, INC.",PHARR,TX,"NUESTRA CLINICA DEL VALLE, INC., PHARR, TX",Nuestra Clinica del Valle,"1203 E Ferguson Ave, Pharr, TX 78577, USA",(956) 787-0787,26.2105229,-98.166706
"REGENCE HEALTH NETWORK, INC.",PLAINVIEW,TX,"REGENCE HEALTH NETWORK, INC., PLAINVIEW, TX",RHN Plainview Medical,"2601 Dimmitt Suite 104, Plainview, TX 79072, USA",(806) 291-0297,34.2066326,-101.7328106
"ATASCOSA HEALTH CENTER, INC.",PLEASANTON,TX,"ATASCOSA HEALTH CENTER, INC., PLEASANTON, TX","Atascosa Health Center, Inc.","310 W. Oaklawn Street, Pleasanton, TX 78064, USA",(830) 569-2527,28.9574837,-98.4868204
"GULF COAST HEALTH CENTER, INC.",PORT ARTHUR,TX,"GULF COAST HEALTH CENTER, INC., PORT ARTHUR, TX",Gulf Coast Health Center,"2548 Memorial Blvd, Port Arthur, TX 77640, USA",(409) 983-1161,29.9046682,-93.9358707
"FORT BEND FAMILY HEALTH CENTER, INC.",RICHMOND,TX,"FORT BEND FAMILY HEALTH CENTER, INC., RICHMOND, TX",AccessHealth Richmond Clinic,"400 Austin St, Richmond, TX 77469, USA",(281) 342-4530,29.5786836,-95.7602734
"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",SAN ANTONIO,TX,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC., SAN ANTONIO, TX",CommuniCare Health Centers - West Campus,"1102 Barclay St, San Antonio, TX 78207, USA",(210) 233-7000,29.4097534,-98.5421103
EL CENTRO DEL BARRIO,SAN ANTONIO,TX,"EL CENTRO DEL BARRIO, SAN ANTONIO, TX",El Centro Del Barrio Clinic,"7404 W US Hwy 90, San Antonio, TX 78227, USA",(210) 440-3368,29.3998565,-98.633184
"CACTUS HEALTH SERVICES, INC.",SANDERSON,TX,"CACTUS HEALTH SERVICES, INC., SANDERSON, TX",Cactus Health Services,"213 Persimmon Ave, Sanderson, TX 79848, USA",(432) 345-2162,30.1421349,-102.3981398
COASTAL HEALTH & WELLNESS,TEXAS CITY,TX,"COASTAL HEALTH & WELLNESS, TEXAS CITY, TX",Anxiety Treatment Center of Greater Chicago,"707 Lake Cook Rd Ste 310, Deerfield, IL 60015, USA",(877) 559-0001,42.1522902,-87.8456222
TYLER FAMILY CIRCLE OF CARE,TYLER,TX,"TYLER FAMILY CIRCLE OF CARE, TYLER, TX",Tyler Family Circle Of Care,"214 E Houston St, Tyler, TX 75702, USA",(903) 535-9041,32.3439705,-95.2988392
COMMUNITY HEALTH DEVELOPMENT INC,UVALDE,TX,"COMMUNITY HEALTH DEVELOPMENT INC, UVALDE, TX",Community Health Development Inc,"908 Evans St, Uvalde, TX 78801, USA",(830) 278-5604,29.1935939,-99.790245
"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.",WACO,TX,"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC., WACO, TX",Heart Of Texas Community Health Center,"1600 Providence Dr, Waco, TX 76707, USA",(254) 313-4200,31.5590161,-97.1528905
"PAIUTE INDIAN TRIBE OF UTAH, THE",CEDAR CITY,UT,"PAIUTE INDIAN TRIBE OF UTAH, THE, CEDAR CITY, UT",Paiute Indian Tribe of Utah,"440 N Paiute Dr, Cedar City, UT 84721, USA",(435) 586-1112,37.6850231,-113.0578039
CARBON MEDICAL SERVICE ASSOCIATION INCORPORATED,EAST CARBON,UT,"CARBON MEDICAL SERVICE ASSOCIATION INCORPORATED, EAST CARBON, UT",Carbon Medical Service,"331 UT-123, Sunnyside, UT 84539, USA",(435) 888-4411,39.5502395,-110.393341
"BEAR LAKE COMMUNITY HEALTH CENTER, INC.",GARDEN CITY,UT,"BEAR LAKE COMMUNITY HEALTH CENTER, INC., GARDEN CITY, UT",Bear Lake Community Health Center - Garden City Clinic,"325 W Logan Rd, Garden City, UT 84028, USA",(435) 946-3660,41.9471308,-111.4010858
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,UT,"COMMUNITY HEALTH CENTERS, INC., MIDVALE, UT","Community Health Centers Inc., 72nd Street Medical Clinic","220 W 7200 S suite a, Midvale, UT 84047, USA",(801) 566-5494,40.6212242,-111.8981953
UTAH PARTNERS FOR HEALTH,MIDVALE,UT,"UTAH PARTNERS FOR HEALTH, MIDVALE, UT",Utah Partners for Health,"7651 S Main St, Midvale, UT 84047, USA",(801) 417-0131,40.612299,-111.909871
"UTAH NAVAJO HEALTH SYSTEM, INC.",MONTEZUMA CREEK,UT,"UTAH NAVAJO HEALTH SYSTEM, INC., MONTEZUMA CREEK, UT",Utah Navajo Health System Inc.,"1478 East, UT-162, Montezuma Creek, UT 84534, USA",(435) 651-3700,37.2602953,-109.3038585
"MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC",PROVO,UT,"MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC, PROVO, UT",Mountainlands Community Health,"Provo, UT 84606, USA",(801) 429-2006,40.2119669,-111.6302022
"WASATCH HOMELESS HEALTH CARE, INC.",SALT LAKE CTY,UT,"WASATCH HOMELESS HEALTH CARE, INC., SALT LAKE CTY, UT",Wasatch Homeless Health Care: Corral Silvia MD,"404 400 W, Salt Lake City, UT 84101, USA",(801) 364-0058,40.7602419,-111.9029039
"FIVE-TOWN HEALTH ALLIANCE, INC.",BRISTOL,VT,"FIVE-TOWN HEALTH ALLIANCE, INC., BRISTOL, VT",Mountain Health Center,"61 Pine St, Bristol, VT 05443, USA",(802) 453-5028,44.1383303,-73.0848605
NORTHEAST WASHINGTON COUNTY COMMUNITY HEALTH INC,PLAINFIELD,VT,"NORTHEAST WASHINGTON COUNTY COMMUNITY HEALTH INC, PLAINFIELD, VT",The Health Center,"157 Towne Ave, Plainfield, VT 05667, USA",(802) 454-8336,44.27747,-72.4330425
"RICHFORD HEALTH CENTER, INC.",RICHFORD,VT,"RICHFORD HEALTH CENTER, INC., RICHFORD, VT",Richford Health Center,"44 Main St #200, Richford, VT 05476, USA",(802) 255-5500,44.996372,-72.6731608
FREDERIKSTED HEALTH CARE INC,ST CROIX,VI,"FREDERIKSTED HEALTH CARE INC, ST CROIX, VI",Frederiksted Health Care Inc,"516 Strand St, Frederiksted, St Croix 00840, USVI",(340) 772-0260,17.7104078,-64.8829295
ST THOMAS EAST END MEDICAL CENTER CORPORATION,ST THOMAS,VI,"ST THOMAS EAST END MEDICAL CENTER CORPORATION, ST THOMAS, VI",East End Family Health Center,"4605, 4605 Tutu Park Mall, Anna's Retreat, St Thomas 00802, USVI",(340) 775-3700,18.3395921,-64.8900846
NEIGHBORHOOD HEALTH,ALEXANDRIA,VA,"NEIGHBORHOOD HEALTH, ALEXANDRIA, VA",Neighborhood Health,"6677 Richmond Hwy, Alexandria, VA 22306, USA",(703) 535-5568,38.7734927,-77.0805188
BLUE RIDGE MEDICAL CENTER INC,ARRINGTON,VA,"BLUE RIDGE MEDICAL CENTER INC, ARRINGTON, VA",Blue Ridge Medical Center,"4038 Thomas Nelson Hwy, Arrington, VA 22922, USA",(434) 263-4000,37.7066469,-78.9339264
PIEDMONT ACCESS TO HEALTH SERVICES INC,DANVILLE,VA,"PIEDMONT ACCESS TO HEALTH SERVICES INC, DANVILLE, VA",Piedmont Access To Health Services,"705 Main St, Danville, VA 24541, USA",(434) 791-3630,36.5857727,-79.3951888
"HORIZON HEALTH SERVICES, INC.",IVOR,VA,"HORIZON HEALTH SERVICES, INC., IVOR, VA",Horizon Health Services Inc,"8575 Ivor Rd, Ivor, VA 23866, USA",(757) 859-6161,36.9008007,-76.9039368
LOUDOUN COMMUNITY HEALTH CENTER,LEESBURG,VA,"LOUDOUN COMMUNITY HEALTH CENTER, LEESBURG, VA",HealthWorks for Northern Virginia - Leesburg,"163 Fort Evans Rd NE, Leesburg, VA 20176, USA",(703) 443-2000,39.1089838,-77.5407765
JOHNSON HEALTH CENTER,MADISON HTS,VA,"JOHNSON HEALTH CENTER, MADISON HTS, VA",Johnson Health Center,"134 Elon Rd, Madison Heights, VA 24572, USA",(434) 929-1400,37.4674737,-79.1204664
"PENINSULA INSTITUTE FOR COMMUNITY HEALTH, INC",NEWPORT NEWS,VA,"PENINSULA INSTITUTE FOR COMMUNITY HEALTH, INC, NEWPORT NEWS, VA",Peninsula Institute-Community Health,"15425 Warwick Blvd, Newport News, VA 23608, USA",(757) 874-8400,37.1503152,-76.5543732
"PORTSMOUTH COMMUNITY HEALTH CENTER, INC.",PORTSMOUTH,VA,"PORTSMOUTH COMMUNITY HEALTH CENTER, INC., PORTSMOUTH, VA",Hampton Roads Community Health Center,"664 Lincoln St, Portsmouth, VA 23704, USA",(757) 393-6363,36.8251391,-76.3047249
DAILY PLANET INC,RICHMOND,VA,"DAILY PLANET INC, RICHMOND, VA",West Grace Health Center,"517 W Grace St, Richmond, VA 23220, USA",(804) 783-0678,37.5475693,-77.4478226
"RICHMOND, CITY OF",RICHMOND,VA,"RICHMOND, CITY OF, RICHMOND, VA",Richmond,"Richmond, VA, USA",,37.5407246,-77.4360481
STONY CREEK COMMUNITY HEALTH CENTER,STONY CREEK,VA,"STONY CREEK COMMUNITY HEALTH CENTER, STONY CREEK, VA",Stony Creek Community Health,"12454 Hartley St, Stony Creek, VA 23882, USA",(434) 246-6100,36.9474604,-77.4005305
"SOUTHERN DOMINION HEALTH SYSTEMS, INC.",VICTORIA,VA,"SOUTHERN DOMINION HEALTH SYSTEMS, INC., VICTORIA, VA",Southern Dominion Health System,"1508 K-V Rd, Victoria, VA 23974, USA",(434) 696-2165,36.9704555,-78.1962982
"GREATER PRINCE WILLIAM AREA COMMUNITY HEALTH CENTER, INC.",WOODBRIDGE,VA,"GREATER PRINCE WILLIAM AREA COMMUNITY HEALTH CENTER, INC., WOODBRIDGE, VA",GPW Health Center,"4379 Ridgewood Center Dr #102, Woodbridge, VA 22192, USA",(703) 680-7950,38.6734473,-77.340726
UNITY CARE NORTHWEST,BELLINGHAM,WA,"UNITY CARE NORTHWEST, BELLINGHAM, WA",Unity Care NW - Bellingham,"220 Unity St, Bellingham, WA 98225, USA",(360) 676-6177,48.7537102,-122.4760444
PENINSULA COMMUNITY HEALTH SERVICES,BREMERTON,WA,"PENINSULA COMMUNITY HEALTH SERVICES, BREMERTON, WA",Peninsula Community Health Services Bremerton Medical Clinic,"616 6th St, Bremerton, WA 98337, USA",(360) 377-3776,47.567815,-122.628868
NEW HEALTH PROGRAMS ASSOCIATION,CHEWELAH,WA,"NEW HEALTH PROGRAMS ASSOCIATION, CHEWELAH, WA",NEW Health Programs Association,"509 E Main Ave, Chewelah, WA 99109, USA",(509) 935-6001,48.2767192,-117.71036
"CONFEDERATED TRIBES OF THE COLVILLE RESERVATION, THE",INCHELIUM,WA,"CONFEDERATED TRIBES OF THE COLVILLE RESERVATION, THE, INCHELIUM, WA",Colville Tribal Health Department,"Inchelium, WA 99138, USA",(509) 722-7015,48.2965542,-118.2034744
COWLITZ FAMILY HEALTH CENTER,LONGVIEW,WA,"COWLITZ FAMILY HEALTH CENTER, LONGVIEW, WA",Cowlitz Family Health Center,"1057 12th Ave, Longview, WA 98632, USA",(360) 636-3892,46.1334346,-122.9350472
GRANT COUNTY HOSPITAL DISTRICT 5,MATTAWA,WA,"GRANT COUNTY HOSPITAL DISTRICT 5, MATTAWA, WA",Grant Mental Healthcare,"76 Government Rd #4, Mattawa, WA 99349, USA",(509) 932-0100,46.7373742,-119.908334
MOSES LAKE COMMUNITY HEALTH CENTER,MOSES LAKE,WA,"MOSES LAKE COMMUNITY HEALTH CENTER, MOSES LAKE, WA",Moses Lake Community Health Center,"605 S Coolidge St, Moses Lake, WA 98837, USA",(509) 765-0674,47.1294112,-119.2619274
FAMILY HEALTH CENTERS,OKANOGAN,WA,"FAMILY HEALTH CENTERS, OKANOGAN, WA",Family Health Center,"1234 2nd Ave S, Okanogan, WA 98840, USA",(509) 422-2573,48.3569012,-119.5938119
COLUMBIA BASIN HEALTH ASSOCIATION,OTHELLO,WA,"COLUMBIA BASIN HEALTH ASSOCIATION, OTHELLO, WA",COLUMBIA BASIN HEALTH,"1515 Columbia St, Othello, WA 99344, USA",(509) 488-5256,46.8128089,-119.170685
TRI-CITIES COMMUNITY HEALTH,PASCO,WA,"TRI-CITIES COMMUNITY HEALTH, PASCO, WA",Tri-Cities Community Health,"515 W Court St, Pasco, WA 99301, USA",(509) 547-2204,46.241585,-119.096134
HEALTHPOINT,RENTON,WA,"HEALTHPOINT, RENTON, WA",HealthPoint Renton,"200 S 2nd St, Renton, WA 98057, USA",(425) 226-5536,47.4815423,-122.2148421
COUNTRY DOCTOR COMMUNITY CLINIC,SEATTLE,WA,"COUNTRY DOCTOR COMMUNITY CLINIC, SEATTLE, WA",Country Doctor Community Clinic,"500 19th Ave E, Seattle, WA 98112, USA",(206) 299-1600,47.6233285,-122.3071866
INTERNATIONAL COMMUNITY HEALTH SERVICES,SEATTLE,WA,"INTERNATIONAL COMMUNITY HEALTH SERVICES, SEATTLE, WA",International District Medical and Dental Clinic (ICHS) - International Community Health Services,"720 8th Ave S, Seattle, WA 98104, USA",(206) 788-3700,47.596171,-122.3221321
"KING, COUNTY OF",SEATTLE,WA,"KING, COUNTY OF, SEATTLE, WA",Seattle,"Seattle, WA, USA",,47.6062095,-122.3320708
NEIGHBORCARE HEALTH,SEATTLE,WA,"NEIGHBORCARE HEALTH, SEATTLE, WA",Neighborcare Health,"1629 N 45th St, Seattle, WA 98103, USA",(206) 633-7650,47.6611535,-122.3377021
SEA-MAR COMMUNITY HEALTH CENTER,SEATTLE,WA,"SEA-MAR COMMUNITY HEALTH CENTER, SEATTLE, WA",Sea Mar Community Health Center,"8915 14th Ave S, Seattle, WA 98108, USA",(206) 762-3263,47.5232482,-122.3151543
SEATTLE INDIAN HEALTH BOARD,SEATTLE,WA,"SEATTLE INDIAN HEALTH BOARD, SEATTLE, WA",Seattle Indian Health Board,"611 12th Ave S, Seattle, WA 98144, USA",(206) 324-9360,47.5970784,-122.3181461
COMMUNITY HEALTH ASSOCIATION OF SPOKANE,SPOKANE,WA,"COMMUNITY HEALTH ASSOCIATION OF SPOKANE, SPOKANE, WA",Community Health Association-Spokane,"12824 W 12th Ave, Airway Heights, WA 99001, USA",(509) 244-6014,47.6452791,-117.5888486
"N. A. T. I. V. E. PROJECT, THE",SPOKANE,WA,"N. A. T. I. V. E. PROJECT, THE, SPOKANE, WA",NATIVE Project,"1803 W Maxwell Ave, Spokane, WA 99201, USA",(509) 483-7535,47.6704916,-117.4393177
COMMUNITY HEALTH CARE,TACOMA,WA,"COMMUNITY HEALTH CARE, TACOMA, WA",Community Health Care,"1708 E 44th St, Tacoma, WA 98404, USA",(253) 471-4553,47.2171393,-122.4055467
YAKIMA VALLEY FARM WORKERS CLINIC,TOPPENISH,WA,"YAKIMA VALLEY FARM WORKERS CLINIC, TOPPENISH, WA",Toppenish Medical-Dental Clinic,"510 W 1st Ave, Toppenish, WA 98948, USA",(509) 865-5600,46.3742106,-120.3165121
COLUMBIA VALLEY COMMUNITY HEALTH,WENATCHEE,WA,"COLUMBIA VALLEY COMMUNITY HEALTH, WENATCHEE, WA",Columbia Valley Community Health Center,"600 Orondo Ave #1, Wenatchee, WA 98801, USA",(509) 662-6000,47.4190547,-120.3180415
YAKIMA NEIGHBORHOOD HEALTH SERVICES,YAKIMA,WA,"YAKIMA NEIGHBORHOOD HEALTH SERVICES, YAKIMA, WA",Yakima Neighborhood Health Services:,"12 S 8th St, Yakima, WA 98901, USA",(509) 454-4143,46.6038345,-120.49563
