name,st_abbr,city,address,phone,testing_status,lon,lat
Hamden High School,CT,Hamden,2040 Dixwell Ave,203-407-2040,Yes,-72.92048445,41.36749269
JFK Elementary School - SBHC,CT,Bridgeport,700 Palisade Ave,203-576-7534,Yes,-73.16243596,41.203665
Bullard-Havens Technical High School - SBHC,CT,Bridgeport,500 Palisade Ave,203-579-6333,Yes,-73.16502463,41.20010634
Barnum/Waltersville Elementary School - SBHC,CT,Bridgeport,495 Waterview Ave,203-275-2400,Yes,-73.17381183,41.1835191
Warren Harding High School - SBHC,CT,Bridgeport,379 Bond St,203-576-7330,Yes,-73.16810628,41.19795796
OPTIMUS Transitional Clinic,CT,Bridgeport,480 Bond St,203-366-5817,Yes,-73.16725162,41.19997357
Luis Munoz Marin Elementary School - SBHC,CT,Bridgeport,479 Helen St,203-576-8310,Yes,-73.1741784,41.19282047
CASA,CT,Bridgeport,690 Arctic St,203-339-4112,Yes,-73.17648898,41.18882999
PIVOT MINISTRIES,CT,Bridgeport,495 Jane St,203-336-9263,Yes,-73.17673591,41.1900535
OPTIMUS on Barnum Avenue,CT,Bridgeport,471 Barnum Ave,203-333-3030,Yes,-73.18020484,41.18716275
OPTIMUS on East Main,CT,Bridgeport,982 E Main St,203-696-3260,Yes,-73.18027902,41.188048
Hamden Middle School,CT,Hamden,2623 Dixwell Ave,203-407-3140,Yes,-72.91305431,41.38050777
OPTIMUS Smiles for Miles Mobile Dental Center,CT,Bridgeport,975 E Main St,203-696-3260,Yes,-73.18078302,41.18797567
OPTIMUS JP Morgan Chase Wellness Center,CT,Bridgeport,1071 E Main St,203-330-2783,Yes,-73.18095301,41.18937599
Housatonic Community College Health Center,CT,Bridgeport,900 Lafayette Blvd,203-332-5000,Yes,-73.19060301,41.17514398
Roosevelt School School Based Health Center,CT,Bridgeport,680 Park Ave,203-330-6000,Yes,-73.19479698,41.17154102
PROSPECT HOUSE,CT,Bridgeport,392 Prospect St,203-576-9041,Yes,-73.19594287,41.1719027
OPTIMUS Park City Primary Care,CT,Bridgeport,64 Black Rock Ave,203-579-5000,Yes,-73.19713549,41.17117073
HARRISON APARTMENTS,CT,Bridgeport,651 State St,203-579-7612,Yes,-73.196799,41.17364898
OPTIMUS Hollow Community Health Center,CT,Bridgeport,82 George St,203-576-3881,Yes,-73.19541674,41.18691033
Columbus Elementary School - SBHC,CT,Bridgeport,275 George St,203-579-8461,Yes,-73.19736302,41.18557002
Casa Recovery,CT,Bridgeport,1124 Iranistan Ave,203-336-4745,Yes,-73.20143888,41.17601411
O'Brien Technical High School SBHC,CT,Ansonia,141 Prindle Ave,203-732-1800,Yes,-73.06416721,41.33429237
"SOUTHWEST COMMUNITY HLTH CTR, INC",CT,Bridgeport,968 Fairfield Ave,203-332-3500,Yes,-73.20309397,41.17460498
"SOUTHWEST COMMUNITY HLTH CTR,INC",CT,Bridgeport,1046 Fairfield Ave,203-330-6054,Yes,-73.20447649,41.17421598
James J. Curiale School,CT,Bridgeport,300 Laurel Ave,203-576-8437,Yes,-73.20448965,41.17545943
"Bassick High School, School Based Health Clinic",CT,Bridgeport,1181 Fairfield Ave,203-576-7995,Yes,-73.20648797,41.17295098
"Cesar Batalla, School Based Health Center",CT,Bridgeport,606 Howard Ave,203-579-8500,Yes,-73.20765004,41.16978199
FAMILY HEALTH CENTER,CT,Bridgeport,762 Lindley St,203-330-6000,Yes,-73.19870105,41.20058976
"SOUTHWEST COMMUNITY HLTH CTR,INC",CT,Bridgeport,510 Clinton Ave,203-366-4000,Yes,-73.20992514,41.17466659
"Read School, School Based Health Center",CT,Bridgeport,130 Ezra St,203-576-8087,Yes,-73.19891442,41.20281273
"Central High School, School Based Health Center",CT,Bridgeport,1 Lincoln Blvd,203-576-7371,Yes,-73.20549598,41.18890698
"SOUTHWEST COMMUNITY HLTH CTR, INC",CT,Bridgeport,46 Albion St,203-332-3500,Yes,-73.216688,41.16476098
OPTIMUS at Kinsella,CT,Bridgeport,1862 Commerce Dr,203-696-3260,Yes,-73.21812625,41.1681287
OPERATION HOPE,CT,Fairfield,50 Nichols Ave,203-254-2935,Yes,-73.22252953,41.18117121
"Florance Blackham School, School Based Health Centr",CT,Bridgeport,425 Thorme St,203-396-8532,Yes,-73.21244097,41.20535001
OPTIMUS Main Street Pediatrics,CT,Bridgeport,3715 Main St,203-371-7111,Yes,-73.21024072,41.21183128
CS-HHC Ansonia,CT,Ansonia,121 Wakelee Ave,203-503-3570,Yes,-73.09111602,41.34013399
Fairchild Wheeler Interdistrict Magnet Campus - SBHC,CT,Bridgeport,840 Old Town Rd,203-275-2926,Yes,-73.20949435,41.22801492
First Choice Health Centers (Suite 230),CT,Manchester,150 N Main St,860-646-4678,Yes,-72.52498535,41.79444291
First Choice Health Centers (Suite 240),CT,Manchester,150 N Main St,860-646-4678,Yes,-72.52498535,41.79444291
First Choice @ Rockville High School,CT,Vernon Rockville,70 Loveland Hill Rd,860-528-1359 x183,Yes,-72.48248843,41.85699261
First Choice @ Maple Street School,CT,Vernon,20 Maple St,860-528-1359 x183,Yes,-72.46266774,41.86790937
First Choice@94 Union Street,CT,Vernon,94 Union St,860-528-1359 x446,Yes,-72.45455004,41.867767
First Choice Health Centers,CT,Vernon Rockville,3 Prospect St,860-896-1616,Yes,-72.44372967,41.86875745
West Stafford Elementary School-SBHC,CT,Stafford Springs,153 W Stafford Rd,860-685-3181 x3720,Yes,-72.34634889,41.96894751
Stafford High School-SBHC,CT,Stafford Springs,145 Orcuttville Rd,860-684-2033 x3720,Yes,-72.30891002,41.97414557
Stafford Elementary School,CT,Stafford Springs,11 Levinthal Run,860-347-6971 x3720,Yes,-72.30410422,41.97289548
Stafford Middle School,CT,Stafford Springs,21 Levinthal Run,860-347-6971,Yes,-72.30307513,41.9721633
Staffordville Elementary School-SBHC,CT,Stafford Springs,21 Lyons Rd,860-684-7088,Yes,-72.25885951,41.99412444
Family Health Center - Southbridge Family Dental,MA,Southbridge,32 Orchard St,774-318-1484,Yes,-72.04200542,42.07619103
Family Health Center - Southbridge Family Medicine,MA,Southbridge,29 Orchard St,508-765-1641,Yes,-72.04181172,42.07643025
Chabot College Health Center,CA,Hayward,25555 Hesperian Blvd,510-471-5907,Yes,-122.1040612,37.6427154
HAYWARD WELLNESS,CA,Hayward,664 Southland Mall,510-266-1700,Yes,-122.1046881,37.65207937
Helen Turner Children's Center,CA,Hayward,23640 Reed Way,510-293-8457,Yes,-122.1076758,37.65631303
SAN LORENZO HIGH HEALTH CENTER (aka San Lorenzo High School-Based Clinic),CA,San Lorenzo,50 E Lewelling Blvd Rm S5,510-317-3167,Yes,-122.120827,37.68672752
Davis Street Primary Care Clinic,CA,San Leandro,3081 Teagarden St,510-347-4620,Yes,-122.1535529,37.70522822
Asian Health Services Pediatrics San Leandro,CA,San Leandro,101 Callan Ave Ste 105,510-357-7077,Yes,-122.1561081,37.72596232
ALBERT J THOMAS MEDICAL CLINIC,CA,Oakland,10615 International Blvd,510-568-9230,Yes,-122.166433,37.73831499
ROOTS Community Health Center Primary Care Clinic,CA,Oakland,9925 International Blvd,510-777-1177,Yes,-122.170207,37.743258
"ROOTS Community Health Center, Inc Mobile-Street Medicine",CA,Oakland,9925 International Blvd,510-777-1177,Yes,-122.170207,37.743258
The Children's Clinic Family Health Center Bellflower,CA,Bellflower,17660 Lakewood Blvd,844-822-4646,Yes,-118.1425484,33.87138012
Community Medicine Inc. Bellflower,CA,Bellflower,8800 Alondra Blvd Ste C,562-602-2503,No,-118.144621,33.888855
AltaMed PACE - Downey,CA,Downey,12130 Paramount Blvd,562-923-9414,Yes,-118.146267,33.93070702
Wesley Health Centers (Bellflower),CA,Bellflower,14371 Clark Ave,562-867-6006,Yes,-118.1341272,33.9032359
"Tender Care Community Clinic, Inc.",CA,Downey,7862 Firestone Blvd,562-869-7007,No,-118.1402846,33.94386279
Wesley Health Centers - Downey,CA,Downey,8530 Firestone Blvd,562-295-6596,Yes,-118.129357,33.93720798
Bell Gardens High School - School Based Health Center,CA,Bell Gardens,6119 Agra St,562-928-9600,Yes,-118.1542028,33.97563005
FHCCGLA Downey Family  Medical Center,CA,Downey,12113 Woodruff Ave,562-928-9600,Yes,-118.1167672,33.92386273
Bell Gardens Family Medical Center,CA,Bell Gardens,6501 Garfield Ave,562-928-9600,Yes,-118.1474087,33.97318323
Wesley Health Centers - Fedde International Studies Academy,CA,Hawaiian Gardens,21409 Elaine Ave,323-201-4516,Yes,-118.0765375,33.83538198
Via Care Whittier Dental Clinic,CA,Los Angeles,5017 Whittier Blvd,323-268-9191,Yes,-118.161205,34.02146002
Via Care Whittier Boulevard Health Center,CA,Los Angeles,5015 Whittier Blvd,323-981-2930 x32326,Yes,-118.161255,34.02146899
"AltaMed Medical and Dental Group: Commerce, Goodrich",CA,Commerce,972 Goodrich Blvd,323-622-2429,Yes,-118.1545069,34.01798825
AltaMed Pharmacy - Goodrich,CA,Commerce,972 Goodrich Blvd Rm 100,888-499-9303,Yes,-118.1545069,34.01798825
AltaMed Medical Group:  Mobile Van,CA,Los Angeles,5427 Whittier Blvd,323-869-1900,Yes,-118.1534297,34.01961969
AltaMed Pharmacy - Commerce,CA,Los Angeles,5417 Whittier Blvd,323-869-5491,Yes,-118.1536274,34.0196639
AltaMed Daniel Lara HIV Clinic - East LA,CA,Los Angeles,5427 Whittier Blvd,323-869-5448,Yes,-118.1534297,34.01961969
AltaMed Medical Group: East LA/Whittier East (Commerce),CA,Los Angeles,5427 Whittier Blvd,323-869-1900,Yes,-118.1534297,34.01961969
Via Care Chronic Disease Care Clinic,CA,Los Angeles,615 S Atlantic Blvd,323-268-9191,Yes,-118.1561067,34.02441661
Via Care Primary 607,CA,Los Angeles,607 S Atlantic Blvd,323-268-9191,Yes,-118.1560264,34.02477992
NORWALK REGIONAL HEALTH CENTER,CA,Norwalk,12360 Firestone Blvd,562-281-0305,Yes,-118.0698538,33.90617868
Via Care Garfield Wellness Center,CA,Los Angeles,501 S Woods Ave,323-269-2623,Yes,-118.1564123,34.02735129
Via Care 507 Community Health Center,CA,Los Angeles,507 S Atlantic Blvd,323-268-9191,Yes,-118.1553997,34.02681953
AltaMed Daniel Lara HIV - Pico Rivera,CA,Pico Rivera,9436 Slauson Ave,562-949-8717,Yes,-118.095637,33.96799208
"AltaMed Medical Group: Pico Rivera, Slauson",CA,Pico Rivera,9436 Slauson Ave,562-919-6069,Yes,-118.095637,33.96799208
QueensCare Health Centers,CA,Los Angeles,4816 E 3rd St,323-669-4305,Yes,-118.160465,34.03327251
"Comprehensive Community Health Centers, Inc-Highland Park",CA,Los Angeles,5059 York Blvd,323-344-4144,Yes,-118.204833,34.121218
Northeast Community Clinic - Highland Park,CA,Los Angeles,5420 N Figueroa St,323-256-3884,Yes,-118.1966106,34.1076769
"Comprehensive Community Health Centers, Inc-Eagle Rock",CA,Los Angeles,1704 Colorado Blvd,323-256-4116,Yes,-118.2039259,34.13929726
Northeast Community Clinic Mobile Medical Van,CA,Los Angeles,5820 N Figueroa St,626-457-6900,No,-118.1913421,34.11028816
ARROYO VISTA FAMILY HEALTH CENTER ~ Mobile Clinic,CA,Los Angeles,6000 N Figueroa St,323-254-5221,Yes,-118.1888534,34.11149239
ARROYO VISTA FAMILY HEALTH CENTER ~ Highland Park,CA,Los Angeles,6000 N Figueroa St,323-254-5291 x0,Yes,-118.1888534,34.11149239
ARROYO VISTA FAMILY HEALTH CENTER ~ El Sereno Valley,CA,Los Angeles,4815 Valley Blvd Ste C,323-222-1134 x0,Yes,-118.179823,34.066801
ARROYO VISTA FAMILY HEALTH CENTER  ~  El Sereno Huntington Dr.,CA,Los Angeles,4837 Huntington Dr N,323-225-0024,Yes,-118.1786898,34.086189
Via Care Chavez Community Health Center,CA,Los Angeles,4755 E Cesar E Chavez Ave,323-262-4194,Yes,-118.1628127,34.04062868
Via Care Cesar Chavez West Resource Center,CA,Los Angeles,4755 E Cesar E Chavez Ave Ste D,323-268-9191,Yes,-118.1628127,34.04062868
All For Health-Montrose,CA,Montrose,2048 Montrose Ave,818-409-3020,No,-118.2248324,34.20594831
Via Care 280 Health Center,CA,East Los Angeles,280 S Atlantic Blvd,323-268-9191,Yes,-118.153123,34.0326443
Via Care ELAC Health Center,CA,Monterey Park,1301 Avenida Cesar Chavez Ste F5-302,323-268-9191,Yes,-118.1500302,34.04004161
AltaMed PACE - East Los Angeles,CA,Los Angeles,5425 Pomona Blvd,323-728-0411,Yes,-118.148831,34.0333821
Complete Care Community Health Center- Monterey Park Suite 218,CA,Monterey Park,941 S Atlantic Blvd Ste 218,626-458-8020,Yes,-118.13943,34.04939401
Complete Care Community Health Center- Monterey Park suite 101,CA,Monterey Park,941 S Atlantic Blvd Ste 101,626-458-8020,Yes,-118.1391003,34.04922105
CSC Dental Services - Monterey Park,CA,Monterey Park,850 S Atlantic Blvd Ste 303,213-808-1790,Yes,-118.137683,34.05085799
Garfield Health Center Atlantic,CA,Monterey Park,701 S Atlantic Blvd Ste 200,626-300-9939,No,-118.1363647,34.05379845
Garfield Health Center Atlantic Dental Clinic,CA,Monterey Park,701 S Atlantic Blvd Ste 202,626-300-9939,No,-118.1363647,34.05379845
Garfield Health Center Atlantic,CA,Monterey Park,701 S Atlantic Blvd Ste 100,626-307-7397,No,-118.1363647,34.05379845
CSC Community Health Center - San Gabriel Valley - STE 126,CA,Alhambra,320 S Garfield Ave Ste 126,213-808-1792,Yes,-118.1244869,34.09180003
CSC Community Health Center - San Gabriel Valley - STE 202,CA,Alhambra,320 S Garfield Ave Ste 202,626-598-3883,Yes,-118.124487,34.09179903
CSC Community Health Center - San Gabriel Valley,CA,Alhambra,320 S Garfield Ave Ste 118,626-773-3388,Yes,-118.1244869,34.09180003
St. Jude Pediatric Dental Clinic,CA,Buena Park,7758 Knott Ave,714-522-8723,Yes,-118.0110867,33.84994197
KCS Health Center  Mobile,CA,Buena Park,7212 Orangethorpe Ave Ste 9A,714-503-6550,Yes,-118.0073714,33.85891111
Korean Community Services d.b.a. KCS Health Center - Orangethorpe,CA,Buena Park,7212 Orangethorpe Ave Ste 9A,714-503-6550,Yes,-118.0073714,33.85891111
UC Irvine Family Health Center- Anaheim,CA,Anaheim,2441 W La Palma Ave,657-282-6356,Yes,-117.9700556,33.84690425
KCS Health Center - Commonwealth,CA,Buena Park,8352 Commonwealth Ave,714-503-6550,Yes,-117.9874551,33.86992133
Central City Community Health Center - Lincoln 1,CA,Anaheim,1820 W Lincoln Ave,714-805-7719,Yes,-117.946705,33.8324225
Central City Community Health Center - Lincoln 2,CA,Anaheim,1814 W Lincoln Ave,714-805-7719,Yes,-117.946303,33.8324225
Mission City Community Network - Anaheim,CA,Anaheim,1661 W Broadway,818-895-3100,Yes,-117.9398175,33.82892125
North Orange County Regional Health Foundation,CA,Fullerton,901 W Orangethorpe Ave,714-441-0411,Yes,-117.939737,33.85939751
CCCHC-Horace Mann Elementary,CA,Anaheim,600 W La Palma Ave,323-724-0019,Yes,-117.9259902,33.84716388
KCS Health Center - Anaheim,CA,Anaheim,451 W Lincoln Ave Ste 100,714-527-6561,Yes,-117.918626,33.8345867
UC IRVINE FAMILY HEALTH CENTER-ANAHEIM,CA,Anaheim,300 W Carl Karcher Way,714-774-9804,Yes,-117.9213085,33.85076492
St. Jude Neighborhood Health Centers' Mobile Clinic,CA,Fullerton,731 S Highland Ave,714-446-5100,Yes,-117.9287175,33.86360401
St. Jude Neighborhood Health Centers,CA,Fullerton,731 S Highland Ave,714-446-5100,Yes,-117.9287175,33.86360401
AltaMed Urgent Care - Anaheim,CA,Anaheim,1325 N Anaheim Blvd Ste 101,714-399-4905,Yes,-117.9199738,33.85292186
AltaMed Pharmacy - Anaheim,CA,Anaheim,1325 N Anaheim Blvd Ste 102,714-399-4905,Yes,-117.9199738,33.85292186
AltaMed Medical and Dental Group - Anaheim,CA,Anaheim,1325 N Anaheim Blvd Ste 200,714-399-4905,Yes,-117.9199738,33.85292186
"Benevolence Industries, Inc.—Anaheim",CA,Anaheim,303 N East St,714-491-1771,No,-117.903666,33.840355
CCCHC - Thomas Edison Elementary School,CA,Anaheim,1526 E Romneya Dr,323-723-0019,Yes,-117.8959818,33.85085988
Wesley Health Centers - Whittier,CA,Whittier,10750 Laurel Ave,323-201-4516,Yes,-118.0487526,33.93484273
CCCHC-Benito Juarez Elementary School,CA,Anaheim,841 S Sunkist St,323-724-0019,Yes,-117.8805375,33.82936398
Friends of Family Health Center,CA,La Habra,501 S Idaho St,562-690-0400,Yes,-117.9592175,33.92778701
VCC: The Gary Center,CA,La Habra,201 S Harbor Blvd,562-264-6000,Yes,-117.9331172,33.93030009
SOS-Bridges Health Center,CA,Anaheim,1000 N Kraemer Pl,949-270-2100,Yes,-117.8578355,33.84829061
Topaz School Clinic,CA,Fullerton,3232 Topaz Ln,714-446-5100,Yes,-117.8694787,33.88598391
AltaMed Pharmacy - Pico Passons,CA,Pico Rivera,6336 Passons Blvd Rm 100,888-499-9303,Yes,-118.08623,33.9851477
"AltaMed Medical Group: Pico Rivera, Passons",CA,Pico Rivera,6336 Passons Blvd,562-949-0965,Yes,-118.08623,33.9851477
Southern California Medical Center,CA,Pico Rivera,8825 Whittier Blvd,562-699-3333,No,-118.0846681,34.00178958
BeverlyCare - Women's Clinic Pico Rivera,CA,Pico Rivera,8862 Whittier Blvd,323-725-5006 x56255,No,-118.0850593,34.00170527
HCHC - City of Industry,CA,City Of Industry,1661 Hanover Rd Ste 103,626-286-8700,Yes,-117.921685,33.99092701
Beverly Care-Family Care Center,CA,Montebello,101 E Beverly Blvd Ste 303,323-737-5147,No,-118.098587,34.01489301
Beverly Care- Women’s Health Center,CA,Montebello,1920 W Whittier Blvd,323-725-5073,No,-118.122164,34.01330698
BeverlyCare - Pediatric Center,CA,Montebello,101 E Beverly Blvd Ste 301,323-726-1400,No,-118.098587,34.01489301
Garfield Health Center,CA,Monterey Park,210 N Garfield Ave Ste 203,626-307-7397,No,-118.122826,34.06393464
HCHC - Rosemead,CA,Rosemead,8841 Garvey Ave,626-286-8700,Yes,-118.075853,34.06299302
ChapCare  Vacco,CA,South El Monte,10408 Vacco St,626-398-6300,Yes,-118.0442584,34.04726151
Central City Community Health Center - El Monte,CA,El Monte,10050 Garvey Ave Ste 111,626-652-0790,Yes,-118.049581,34.06174399
ChapCare Garvey,CA,El Monte,10127 Garvey Ave,626-698-6300,Yes,-118.0488391,34.06280922
APHCV - El Monte/Rosemead Health Center,CA,El Monte,9960 Baldwin Pl,626-774-2988,No,-118.0516025,34.07140883
Center for Family Health &amp; Education dba Priority Care Medical Group - El Monte,CA,El Monte,3229 Santa Anita Ave,626-575-4584,Yes,-118.042707,34.06691299
HCHC - San Gabriel,CA,San Gabriel,923 S San Gabriel Blvd,626-286-8700,Yes,-118.0909192,34.09074739
AltaMed Medical & Dental Group: El Monte,CA,El Monte,10418 Valley Blvd Ste B,626-453-8466,Yes,-118.0458378,34.0764316
AltaMed PACE - El Monte,CA,El Monte,10420 Valley Blvd Ste A,626-258-1600,Yes,-118.0456981,34.07641449
CSC Community Health Center - San Gabriel,CA,San Gabriel,559 W Las Tunas Dr,213-808-1792,Yes,-118.1081221,34.10250925
CSC Community Health Center - San Gabriel,CA,San Gabriel,555 W Las Tunas Dr,626-457-9618,Yes,-118.1080956,34.10250925
Southern California Medical Center,CA,El Monte,12100 Valley Blvd Ste 109A,626-575-7500,No,-118.016668,34.06085899
ChapCare - Peck,CA,El Monte,3703 Peck Rd Unit A-C,626-398-6300,Yes,-118.0237929,34.07306685
East Valley Community Health Center (EVCHC) El Monte,CA,El Monte,4368 Santa Anita Ave,626-919-5724,Yes,-118.0293041,34.08575025
Central City Community Health Center - La Puente,CA,La Puente,13742 Amar Rd,626-919-0400,Yes,-117.9766415,34.05380647
Mission City Community Network- La Puente,CA,La Puente,1025 Willow Ave,818-895-3100,Yes,-117.9706822,34.05412627
Wesley Health Centers - Hacienda Heights,CA,Hacienda Heights,15898 Gale Ave,323-201-4516,Yes,-117.960455,34.01000834
AltaMed Pharmacy - West Covina,CA,West Covina,1300 S Sunset Ave Rm 100,888-499-9303,Yes,-117.9473331,34.06019028
AltaMed Medical Group: West Covina,CA,West Covina,1300 S Sunset Ave,323-725-8751,Yes,-117.9473331,34.06019028
East Valley Community Health Center Family Resource Center Dental & Vision,CA,La Puente,17800 Renault St,626-919-5724,Yes,-117.9136638,34.01407049
EAST VALLEY COMMUNITY HEALTH CENTER,CA,West Covina,420 S Glendora Ave,626-919-5724,Yes,-117.9252714,34.0673932
EAST VALLEY COMMUNITY HEALTH CTR,CA,West Covina,420 S Glendora Ave,626-919-5724,Yes,-117.9252714,34.0673932
EVCHC - Villacorta School Based Clinic,CA,La Puente,17840 Villa Corta St,626-919-4333,Yes,-117.9113139,34.01804846
Corona Community Health Center,CA,Corona,2813 S Main St Fl 1,951-272-5445,Yes,-117.5706404,33.84777601
Centro Medico Community Clinic--Main Site,CA,Corona,1303 W 6th St Ste 105,951-278-8910,No,-117.5891555,33.87785317
"Centro Medico Community Clinic, Inc.",CA,Corona,1307 W 6th St Ste 113,951-278-8910,No,-117.589032,33.87869601
"Centro Medico Community Clinic, Inc. Dental",CA,Corona,1307 W 6th St Ste 111,951-298-8632,No,-117.589032,33.87869601
East Valley CHC - Pomona/Garey,CA,Pomona,1555 S Garey Ave,909-620-8088,Yes,-117.7497128,34.0431311
East Valley Community Health Center,CA,Pomona,1555 S Garey Ave,909-620-8088,Yes,-117.7497128,34.0431311
Pomona Community Health Center,CA,Pomona,750 S Park Ave Rm 101,909-622-6516,Yes,-117.7543226,34.05280105
Winter Shelter,CA,Pomona,600 S Park Ave,909-630-7927,Yes,-117.7543314,34.05401398
SCMC Pomona,CA,Pomona,502 W Holt Ave,909-620-8500,No,-117.757086,34.06199499
Chino Valley Community Health Center,CA,Chino,13193 Central Ave Ste 100,909-464-9675,No,-117.6891689,34.01401563
East Valley Community Health Center - Hope for Home,CA,Pomona,1400 E Mission Blvd Ste 2,626-919-4333,Yes,-117.728139,34.05561389
Holt Dental,CA,Pomona,1448 E Holt Ave,909-630-7927,Yes,-117.7221433,34.06298305
Pomona Community Health Center,CA,Pomona,1450 E Holt Ave,909-630-7927,Yes,-117.7215245,34.06299637
"Unicare Community Health Center, Inc. - Pomona",CA,Pomona,1501 E Holt Ave Ste A,909-623-3600,Yes,-117.720487,34.06353998
