"id","GEOID","NAME","total_population","male","female","male_50above","female_50above"
"2906","51179","Stafford County, Virginia",144012,72540,71472,20315,21606
"2907","51181","Surry County, Virginia",6600,3203,3397,1537,1667
"2908","51183","Sussex County, Virginia",11486,6831,4655,2127,2171
"2909","51185","Tazewell County, Virginia",42080,20841,21239,8386,9813
"2910","51187","Warren County, Virginia",39449,19666,19783,7293,7702
"2911","51191","Washington County, Virginia",54406,26851,27555,11431,12749
"2912","51193","Westmoreland County, Virginia",17638,8629,9009,3919,4458
"2913","51195","Wise County, Virginia",39025,20490,18535,7078,7619
"2914","51197","Wythe County, Virginia",28940,14112,14828,5834,6512
"2915","51199","York County, Virginia",67587,33231,34356,11385,12843
"2916","51510","Alexandria city, Virginia",156505,75346,81159,20149,23793
"2917","51520","Bristol city, Virginia",16843,8004,8839,2999,3823
"2918","51530","Buena Vista city, Virginia",6399,2845,3554,956,1396
"2919","51540","Charlottesville city, Virginia",47042,22830,24212,5598,6710
"2920","51550","Chesapeake city, Virginia",237820,116188,121632,35726,42046
"2921","51570","Colonial Heights city, Virginia",17593,8053,9540,2924,4049
"2922","51580","Covington city, Virginia",5582,2742,2840,1078,1313
"2923","51590","Danville city, Virginia",41512,19041,22471,7033,9919
"2924","51595","Emporia city, Virginia",5381,2408,2973,775,1191
"2925","51600","Fairfax city, Virginia",23865,11801,12064,3731,4442
"2926","51610","Falls Church city, Virginia",14067,7017,7050,2154,2656
"2927","51620","Franklin city, Virginia",8211,3611,4600,1320,1959
"2928","51630","Fredericksburg city, Virginia",28469,13064,15405,3256,4071
"2929","51640","Galax city, Virginia",6638,3174,3464,1336,1483
"2930","51650","Hampton city, Virginia",135583,65275,70308,21177,25831
"2931","51660","Harrisonburg city, Virginia",53391,25580,27811,4951,5964
"2932","51670","Hopewell city, Virginia",22408,10375,12033,3333,4364
"2933","51678","Lexington city, Virginia",7110,3910,3200,685,1120
"2934","51680","Lynchburg city, Virginia",80131,37515,42616,9960,13209
"2935","51683","Manassas city, Virginia",41457,20775,20682,5198,6032
"2936","51685","Manassas Park city, Virginia",16423,8568,7855,1946,1852
"2937","51690","Martinsville city, Virginia",13101,5867,7234,2203,3083
"2938","51700","Newport News city, Virginia",180145,87221,92924,24177,30272
"2939","51710","Norfolk city, Virginia",245592,128293,117299,29470,36019
"2940","51720","Norton city, Virginia",3990,1792,2198,676,863
"2941","51730","Petersburg city, Virginia",31827,14651,17176,5015,6835
"2942","51735","Poquoson city, Virginia",12039,5856,6183,2373,2604
"2943","51740","Portsmouth city, Virginia",95311,45919,49392,13847,17710
"2944","51750","Radford city, Virginia",17630,8425,9205,1802,2076
"2945","51760","Richmond city, Virginia",223787,106222,117565,30469,38349
"2946","51770","Roanoke city, Virginia",99621,47775,51846,15662,19731
"2947","51775","Salem city, Virginia",25519,11902,13617,4400,5632
"2948","51790","Staunton city, Virginia",24452,11198,13254,4351,5586
"2949","51800","Suffolk city, Virginia",89160,43085,46075,14042,16334
"2950","51810","Virginia Beach city, Virginia",450135,221285,228850,65239,78663
"2951","51820","Waynesboro city, Virginia",21926,10660,11266,3707,4462
"2952","51830","Williamsburg city, Virginia",14788,6727,8061,1884,2234
"2953","51840","Winchester city, Virginia",27789,13573,14216,4357,5165
"2954","53001","Adams County, Washington",19452,9844,9608,2422,2570
"2955","53003","Asotin County, Washington",22337,10721,11616,4717,5167
"2956","53005","Benton County, Washington",194168,97139,97029,30718,33186
"2957","53007","Chelan County, Washington",75757,37764,37993,13969,15320
"2958","53009","Clallam County, Washington",74487,36857,37630,17658,20145
"2959","53011","Clark County, Washington",465384,230092,235292,75102,83657
"2960","53013","Columbia County, Washington",4001,1930,2071,953,1030
"2961","53015","Cowlitz County, Washington",105112,51937,53175,20044,21455
"2962","53017","Douglas County, Washington",41371,20821,20550,7130,7573
"2963","53019","Ferry County, Washington",7576,3884,3692,1869,1900
"2964","53021","Franklin County, Washington",90660,47145,43515,10488,10099
"2965","53023","Garfield County, Washington",2224,1099,1125,536,513
"2966","53025","Grant County, Washington",94860,48099,46761,13894,14246
"2967","53027","Grays Harbor County, Washington",71967,36981,34986,15136,15637
"2968","53029","Island County, Washington",81636,40781,40855,16843,19198
"2969","53031","Jefferson County, Washington",30856,15354,15502,9118,9793
"2970","53033","King County, Washington",2163257,1082940,1080317,323639,356941
"2971","53035","Kitsap County, Washington",262475,134094,128381,47051,51709
"2972","53037","Kittitas County, Washington",44825,22555,22270,7233,7737
"2973","53039","Klickitat County, Washington",21396,10751,10645,4800,5058
"2974","53041","Lewis County, Washington",76947,38509,38438,15542,16511
"2975","53043","Lincoln County, Washington",10435,5311,5124,2519,2515
"2976","53045","Mason County, Washington",62627,32413,30214,13896,14396
"2977","53047","Okanogan County, Washington",41638,21061,20577,8736,8966
"2978","53049","Pacific County, Washington",21281,10640,10641,5550,5881
"2979","53051","Pend Oreille County, Washington",13219,6694,6525,3325,3374
"2980","53053","Pierce County, Washington",859840,427571,432269,131116,146695
"2981","53055","San Juan County, Washington",16473,7956,8517,4595,5024
"2982","53057","Skagit County, Washington",123907,61376,62531,23585,26149
"2983","53059","Skamania County, Washington",11620,5861,5759,2667,2681
"2984","53061","Snohomish County, Washington",786620,394526,392094,125475,136813
"2985","53063","Spokane County, Washington",497875,246906,250969,81960,92739
"2986","53065","Stevens County, Washington",44214,21944,22270,10083,10553
"2987","53067","Thurston County, Washington",274684,134402,140282,45440,53482
"2988","53069","Wahkiakum County, Washington",4189,2000,2189,1121,1223
"2989","53071","Walla Walla County, Washington",60236,30830,29406,10289,11407
"2990","53073","Whatcom County, Washington",216812,107228,109584,36060,39914
"2991","53075","Whitman County, Washington",48593,24749,23844,5415,5663
"2992","53077","Yakima County, Washington",249325,124900,124425,35515,38495
"2993","54001","Barbour County, West Virginia",16730,8143,8587,3148,3482
"2994","54003","Berkeley County, West Virginia",113495,56013,57482,18789,20172
"2995","54005","Boone County, West Virginia",22817,11350,11467,4457,4785
"2996","54007","Braxton County, West Virginia",14282,7125,7157,3023,3220
"2997","54009","Brooke County, West Virginia",22772,11171,11601,4774,5494
"2998","54011","Cabell County, West Virginia",95318,46739,48579,15957,18848
"2999","54013","Calhoun County, West Virginia",7396,3642,3754,1727,1736
"3000","54015","Clay County, West Virginia",8785,4388,4397,1825,1870
"3001","54017","Doddridge County, West Virginia",8536,4692,3844,1879,1765
"3002","54019","Fayette County, West Virginia",44126,22099,22027,8738,9723
"3003","54021","Gilmer County, West Virginia",8205,4733,3472,1471,1429
"3004","54023","Grant County, West Virginia",11641,5813,5828,2602,2691
"3005","54025","Greenbrier County, West Virginia",35347,17203,18144,7402,8296
"3006","54027","Hampshire County, West Virginia",23363,11980,11383,5300,5220
"3007","54029","Hancock County, West Virginia",29680,14376,15304,6133,7294
"3008","54031","Hardy County, West Virginia",13842,7112,6730,3051,2975
"3009","54033","Harrison County, West Virginia",68209,33301,34908,12712,14628
"3010","54035","Jackson County, West Virginia",29018,14417,14601,5669,6415
"3011","54037","Jefferson County, West Virginia",56179,27743,28436,9989,10743
"3012","54039","Kanawha County, West Virginia",185710,89483,96227,35147,41904
"3013","54041","Lewis County, West Virginia",16276,8202,8074,3197,3494
"3014","54043","Lincoln County, West Virginia",21078,10539,10539,4063,4351
"3015","54045","Logan County, West Virginia",33801,16672,17129,6470,7362
"3016","54047","McDowell County, West Virginia",19217,9837,9380,3909,4325
"3017","54049","Marion County, West Virginia",56497,27819,28678,10226,11679
"3018","54051","Marshall County, West Virginia",31645,15730,15915,6541,7341
"3019","54053","Mason County, West Virginia",26939,13026,13913,5407,6143
"3020","54055","Mercer County, West Virginia",60486,28728,31758,11342,13804
"3021","54057","Mineral County, West Virginia",27278,13649,13629,5362,6047
"3022","54059","Mingo County, West Virginia",24741,12024,12717,4630,5360
"3023","54061","Monongalia County, West Virginia",105252,54501,50751,13947,15209
"3024","54063","Monroe County, West Virginia",13467,6683,6784,2966,3264
"3025","54065","Morgan County, West Virginia",17624,8763,8861,3979,4301
"3026","54067","Nicholas County, West Virginia",25324,12420,12904,5290,5755
"3027","54069","Ohio County, West Virginia",42547,20465,22082,8175,9874
"3028","54071","Pendleton County, West Virginia",7056,3622,3434,1768,1807
"3029","54073","Pleasants County, West Virginia",7507,4064,3443,1524,1506
"3030","54075","Pocahontas County, West Virginia",8531,4377,4154,2078,2060
"3031","54077","Preston County, West Virginia",33837,17408,16429,6727,6964
"3032","54079","Putnam County, West Virginia",56652,27862,28790,10384,11482
"3033","54081","Raleigh County, West Virginia",76232,38188,38044,14522,16294
"3034","54083","Randolph County, West Virginia",29065,14861,14204,6006,6269
"3035","54085","Ritchie County, West Virginia",9932,4965,4967,2230,2267
"3036","54087","Roane County, West Virginia",14205,7034,7171,3020,3183
"3037","54089","Summers County, West Virginia",13018,5994,7024,2816,3318
"3038","54091","Taylor County, West Virginia",16951,8580,8371,3374,3627
"3039","54093","Tucker County, West Virginia",7027,3540,3487,1688,1732
"3040","54095","Tyler County, West Virginia",8909,4437,4472,1943,2066
"3041","54097","Upshur County, West Virginia",24605,12200,12405,4707,5123
"3042","54099","Wayne County, West Virginia",40708,19835,20873,7928,8907
"3043","54101","Webster County, West Virginia",8518,4199,4319,1880,1992
"3044","54103","Wetzel County, West Virginia",15614,7586,8028,3253,3640
"3045","54105","Wirt County, West Virginia",5797,2922,2875,1286,1236
"3046","54107","Wood County, West Virginia",85556,41246,44310,16265,18932
"3047","54109","Wyoming County, West Virginia",21711,10695,11016,4363,4817
"3048","55001","Adams County, Wisconsin",20073,10783,9290,5651,5356
"3049","55003","Ashland County, Wisconsin",15712,7930,7782,3086,3318
"3050","55005","Barron County, Wisconsin",45252,22616,22636,9395,10137
"3051","55007","Bayfield County, Wisconsin",14992,7632,7360,4037,3946
"3052","55009","Brown County, Wisconsin",259786,128824,130962,41844,46469
"3053","55011","Buffalo County, Wisconsin",13167,6658,6509,3012,2913
"3054","55013","Burnett County, Wisconsin",15258,7832,7426,4130,4033
"3055","55015","Calumet County, Wisconsin",49807,24954,24853,8834,9162
"3056","55017","Chippewa County, Wisconsin",63635,33078,30557,12371,12502
"3057","55019","Clark County, Wisconsin",34491,17478,17013,6221,6352
"3058","55021","Columbia County, Wisconsin",56954,29047,27907,11080,11475
"3059","55023","Crawford County, Wisconsin",16288,8490,7798,3636,3678
"3060","55025","Dane County, Wisconsin",529843,263322,266521,76467,86900
"3061","55027","Dodge County, Wisconsin",87776,45777,41999,17372,17664
"3062","55029","Door County, Wisconsin",27439,13535,13904,6943,7679
"3063","55031","Douglas County, Wisconsin",43402,21757,21645,8493,8980
"3064","55033","Dunn County, Wisconsin",44498,22372,22126,7128,7649
"3065","55035","Eau Claire County, Wisconsin",102991,50874,52117,15954,17791
"3066","55037","Florence County, Wisconsin",4337,2275,2062,1182,1179
"3067","55039","Fond du Lac County, Wisconsin",102315,50302,52013,19108,21298
"3068","55041","Forest County, Wisconsin",9018,4541,4477,2046,2103
"3069","55043","Grant County, Wisconsin",51828,26920,24908,8735,9702
"3070","55045","Green County, Wisconsin",36864,18230,18634,7210,7702
"3071","55047","Green Lake County, Wisconsin",18757,9437,9320,4084,4290
"3072","55049","Iowa County, Wisconsin",23620,11892,11728,4768,4909
"3073","55051","Iron County, Wisconsin",5715,2915,2800,1631,1614
"3074","55053","Jackson County, Wisconsin",20506,10955,9551,4178,4040
"3075","55055","Jefferson County, Wisconsin",84652,42343,42309,15421,16529
"3076","55057","Juneau County, Wisconsin",26419,14067,12352,5822,5643
"3077","55059","Kenosha County, Wisconsin",168330,83312,85018,27423,30403
"3078","55061","Kewaunee County, Wisconsin",20360,10279,10081,4235,4421
"3079","55063","La Crosse County, Wisconsin",117850,57361,60489,18743,21573
"3080","55065","Lafayette County, Wisconsin",16735,8443,8292,3322,3400
"3081","55067","Langlade County, Wisconsin",19164,9721,9443,4477,4664
"3082","55069","Lincoln County, Wisconsin",27848,13999,13849,6293,6564
"3083","55071","Manitowoc County, Wisconsin",79407,39451,39956,16474,17891
"3084","55073","Marathon County, Wisconsin",135264,67976,67288,25123,26723
"3085","55075","Marinette County, Wisconsin",40537,20375,20162,9460,9925
"3086","55077","Marquette County, Wisconsin",15207,7746,7461,3793,3770
"3087","55078","Menominee County, Wisconsin",4579,2324,2255,696,773
"3088","55079","Milwaukee County, Wisconsin",954209,461670,492539,134638,161384
"3089","55081","Monroe County, Wisconsin",45502,23019,22483,8622,8559
"3090","55083","Oconto County, Wisconsin",37556,19187,18369,8642,8323
"3091","55085","Oneida County, Wisconsin",35345,17724,17621,8890,9282
"3092","55087","Outagamie County, Wisconsin",184754,92241,92513,30469,33561
"3093","55089","Ozaukee County, Wisconsin",88284,43342,44942,17398,19632
"3094","55091","Pepin County, Wisconsin",7262,3696,3566,1632,1654
"3095","55093","Pierce County, Wisconsin",41603,20641,20962,7127,7116
"3096","55095","Polk County, Wisconsin",43349,21842,21507,9330,9634
"3097","55097","Portage County, Wisconsin",70599,35508,35091,12130,12930
"3098","55099","Price County, Wisconsin",13490,6813,6677,3541,3548
"3099","55101","Racine County, Wisconsin",195398,96702,98696,34574,38695
"3100","55103","Richland County, Wisconsin",17539,8834,8705,3766,4020
"3101","55105","Rock County, Wisconsin",161769,79654,82115,27867,31365
"3102","55107","Rusk County, Wisconsin",14183,7109,7074,3389,3506
"3103","55109","St. Croix County, Wisconsin",87917,43899,44018,14650,15399
"3104","55111","Sauk County, Wisconsin",63596,31747,31849,11729,13023
"3105","55113","Sawyer County, Wisconsin",16370,8339,8031,4128,4097
"3106","55115","Shawano County, Wisconsin",41009,20521,20488,8674,9124
"3107","55117","Sheboygan County, Wisconsin",115205,57922,57283,21641,23404
"3108","55119","Taylor County, Wisconsin",20356,10385,9971,4263,4261
"3109","55121","Trempealeau County, Wisconsin",29438,14932,14506,5693,5686
"3110","55123","Vernon County, Wisconsin",30516,15302,15214,6189,6397
"3111","55125","Vilas County, Wisconsin",21593,10931,10662,5965,6170
"3112","55127","Walworth County, Wisconsin",103013,51374,51639,18703,20245
"3113","55129","Washburn County, Wisconsin",15689,7771,7918,3948,4055
"3114","55131","Washington County, Wisconsin",134535,66754,67781,25899,28054
"3115","55133","Waukesha County, Wisconsin",398879,196103,202776,76747,86056
"3116","55135","Waupaca County, Wisconsin",51444,26297,25147,11337,11204
"3117","55137","Waushara County, Wisconsin",24116,12641,11475,5966,5782
"3118","55139","Winnebago County, Wisconsin",169926,85597,84329,29113,31850
"3119","55141","Wood County, Wisconsin",73274,36056,37218,14716,16408
"3120","56001","Albany County, Wyoming",38102,19916,18186,4585,4952
"3121","56003","Big Horn County, Wyoming",11901,6033,5868,2360,2441
"3122","56005","Campbell County, Wyoming",47708,24559,23149,6753,6592
"3123","56007","Carbon County, Wyoming",15477,8332,7145,2902,2706
"3124","56009","Converse County, Wyoming",13997,7206,6791,2648,2622
